alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,airfoil_list,max_thickness,chord_at_max_thickness,max_camber,chord_at_max_camber,reynolds_no,cl_cd,max_cl_cd
17.750,1.5153,0.06519,0.06038,-0.0064,0.0203,1.0000,n2414-il,14,29.5,2,39.6,1000000,23.24436263230557,103.69325153374234
18.000,1.5119,0.06888,0.06417,-0.0073,0.0200,1.0000,n2414-il,14,29.5,2,39.6,1000000,21.949767711962835,103.69325153374234
18.250,1.5058,0.07299,0.06838,-0.0084,0.0198,1.0000,n2414-il,14,29.5,2,39.6,1000000,20.630223318262775,103.69325153374234
18.500,1.4989,0.07728,0.07278,-0.0096,0.0196,1.0000,n2414-il,14,29.5,2,39.6,1000000,19.39570393374741,103.69325153374234
18.750,1.4897,0.08192,0.07751,-0.0110,0.0193,1.0000,n2414-il,14,29.5,2,39.6,1000000,18.184814453125,103.69325153374234
19.000,1.4802,0.08669,0.08238,-0.0125,0.0191,1.0000,n2414-il,14,29.5,2,39.6,1000000,17.074633752451263,103.69325153374234
19.250,1.4697,0.09170,0.08748,-0.0143,0.0189,1.0000,n2414-il,14,29.5,2,39.6,1000000,16.027262813522356,103.69325153374234
-9.500,-0.3912,0.11156,0.10358,-0.0163,1.0000,0.3643,n2415-il,15,29.5,2,39.6,50000,-3.5066332018644673,26.25672200140285
-9.250,-0.3530,0.10599,0.09794,-0.0159,1.0000,0.3742,n2415-il,15,29.5,2,39.6,50000,-3.3305028776299648,26.25672200140285
-9.000,-0.5952,0.07639,0.06879,-0.0413,1.0000,0.2033,n2415-il,15,29.5,2,39.6,50000,-7.791595758607147,26.25672200140285
-8.750,-0.6146,0.07153,0.06390,-0.0401,1.0000,0.2014,n2415-il,15,29.5,2,39.6,50000,-8.592199077310221,26.25672200140285
-8.500,-0.6369,0.06677,0.05912,-0.0383,1.0000,0.2003,n2415-il,15,29.5,2,39.6,50000,-9.538714991762768,26.25672200140285
-8.250,-0.6614,0.06198,0.05419,-0.0360,1.0000,0.1997,n2415-il,15,29.5,2,39.6,50000,-10.671184252984833,26.25672200140285
-8.000,-0.6830,0.05732,0.04930,-0.0335,1.0000,0.1999,n2415-il,15,29.5,2,39.6,50000,-11.9155617585485,26.25672200140285
-7.750,-0.7001,0.05284,0.04442,-0.0308,1.0000,0.2013,n2415-il,15,29.5,2,39.6,50000,-13.249432248296744,26.25672200140285
-7.500,-0.6985,0.04978,0.04121,-0.0286,1.0000,0.2050,n2415-il,15,29.5,2,39.6,50000,-14.031739654479711,26.25672200140285
-7.250,-0.6861,0.04822,0.03967,-0.0266,1.0000,0.2109,n2415-il,15,29.5,2,39.6,50000,-14.228535877229367,26.25672200140285
-7.000,-0.6854,0.04513,0.03618,-0.0245,1.0000,0.2165,n2415-il,15,29.5,2,39.6,50000,-15.1872368712608,26.25672200140285
-6.750,-0.6780,0.04255,0.03332,-0.0226,1.0000,0.2225,n2415-il,15,29.5,2,39.6,50000,-15.934195064629849,26.25672200140285
-6.500,-0.6636,0.04113,0.03188,-0.0209,1.0000,0.2310,n2415-il,15,29.5,2,39.6,50000,-16.13420860685631,26.25672200140285
-6.250,-0.6530,0.03884,0.02923,-0.0193,1.0000,0.2395,n2415-il,15,29.5,2,39.6,50000,-16.812564366632337,26.25672200140285
-6.000,-0.6367,0.03761,0.02797,-0.0178,1.0000,0.2499,n2415-il,15,29.5,2,39.6,50000,-16.929008242488703,26.25672200140285
-5.750,-0.6209,0.03611,0.02635,-0.0165,1.0000,0.2607,n2415-il,15,29.5,2,39.6,50000,-17.19468291332041,26.25672200140285
-5.500,-0.6046,0.03465,0.02463,-0.0153,1.0000,0.2739,n2415-il,15,29.5,2,39.6,50000,-17.448773448773448,26.25672200140285
-5.250,-0.5864,0.03364,0.02359,-0.0141,1.0000,0.2880,n2415-il,15,29.5,2,39.6,50000,-17.431629013079668,26.25672200140285
-5.000,-0.5677,0.03270,0.02269,-0.0129,1.0000,0.3035,n2415-il,15,29.5,2,39.6,50000,-17.36085626911315,26.25672200140285
-4.750,-0.5484,0.03178,0.02175,-0.0119,1.0000,0.3206,n2415-il,15,29.5,2,39.6,50000,-17.25613593455003,26.25672200140285
-4.500,-0.5290,0.03097,0.02092,-0.0109,1.0000,0.3401,n2415-il,15,29.5,2,39.6,50000,-17.0810461737165,26.25672200140285
-4.250,-0.5094,0.03022,0.02014,-0.0100,1.0000,0.3617,n2415-il,15,29.5,2,39.6,50000,-16.85638649900728,26.25672200140285
-4.000,-0.4898,0.02954,0.01949,-0.0091,1.0000,0.3849,n2415-il,15,29.5,2,39.6,50000,-16.580907244414355,26.25672200140285
-3.750,-0.4707,0.02904,0.01915,-0.0079,1.0000,0.4090,n2415-il,15,29.5,2,39.6,50000,-16.208677685950413,26.25672200140285
-3.500,-0.4514,0.02858,0.01875,-0.0070,1.0000,0.4375,n2415-il,15,29.5,2,39.6,50000,-15.794261721483554,26.25672200140285
-3.250,-0.4326,0.02822,0.01857,-0.0058,1.0000,0.4662,n2415-il,15,29.5,2,39.6,50000,-15.329553508150248,26.25672200140285
-3.000,-0.4136,0.02793,0.01840,-0.0047,1.0000,0.4995,n2415-il,15,29.5,2,39.6,50000,-14.808449695667742,26.25672200140285
-2.750,-0.3956,0.02773,0.01834,-0.0034,1.0000,0.5356,n2415-il,15,29.5,2,39.6,50000,-14.266137756941939,26.25672200140285
-2.500,-0.3783,0.02761,0.01842,-0.0019,1.0000,0.5742,n2415-il,15,29.5,2,39.6,50000,-13.701557406736692,26.25672200140285
-2.250,-0.3618,0.02757,0.01860,0.0000,1.0000,0.6161,n2415-il,15,29.5,2,39.6,50000,-13.122959738846573,26.25672200140285
-2.000,-0.3462,0.02759,0.01885,0.0021,1.0000,0.6643,n2415-il,15,29.5,2,39.6,50000,-12.548024646611092,26.25672200140285
-1.750,-0.3328,0.02766,0.01919,0.0050,1.0000,0.7176,n2415-il,15,29.5,2,39.6,50000,-12.031814895155458,26.25672200140285
-1.500,-0.3223,0.02781,0.01960,0.0088,1.0000,0.7797,n2415-il,15,29.5,2,39.6,50000,-11.5893563466379,26.25672200140285
-1.250,-0.2881,0.02858,0.02060,0.0096,0.9914,0.8697,n2415-il,15,29.5,2,39.6,50000,-10.080475857242828,26.25672200140285
-1.000,-0.1290,0.03133,0.02303,-0.0137,0.9817,0.9823,n2415-il,15,29.5,2,39.6,50000,-4.117459304181296,26.25672200140285
-0.750,-0.0564,0.03155,0.02296,-0.0264,0.9661,1.0000,n2415-il,15,29.5,2,39.6,50000,-1.7876386687797146,26.25672200140285
-0.500,-0.0295,0.03157,0.02278,-0.0297,0.9487,1.0000,n2415-il,15,29.5,2,39.6,50000,-0.9344314222363002,26.25672200140285
-0.250,0.0013,0.03191,0.02291,-0.0326,0.9328,1.0000,n2415-il,15,29.5,2,39.6,50000,0.040739580068943904,26.25672200140285
0.000,0.0354,0.03239,0.02321,-0.0355,0.9176,1.0000,n2415-il,15,29.5,2,39.6,50000,1.0929299166409385,26.25672200140285
0.250,0.0742,0.03295,0.02361,-0.0389,0.9035,1.0000,n2415-il,15,29.5,2,39.6,50000,2.251896813353566,26.25672200140285
0.500,0.1101,0.03348,0.02401,-0.0415,0.8888,1.0000,n2415-il,15,29.5,2,39.6,50000,3.2885304659498207,26.25672200140285
0.750,0.1351,0.03404,0.02445,-0.0421,0.8736,1.0000,n2415-il,15,29.5,2,39.6,50000,3.9688601645123383,26.25672200140285
1.000,0.1620,0.03465,0.02495,-0.0430,0.8587,1.0000,n2415-il,15,29.5,2,39.6,50000,4.675324675324675,26.25672200140285
1.250,0.1927,0.03527,0.02549,-0.0443,0.8448,1.0000,n2415-il,15,29.5,2,39.6,50000,5.463566770626595,26.25672200140285
1.500,0.2371,0.03576,0.02591,-0.0475,0.8323,1.0000,n2415-il,15,29.5,2,39.6,50000,6.630313199105146,26.25672200140285
1.750,0.2630,0.03637,0.02647,-0.0478,0.8178,1.0000,n2415-il,15,29.5,2,39.6,50000,7.231234533956558,26.25672200140285
2.000,0.2833,0.03711,0.02715,-0.0473,0.8031,1.0000,n2415-il,15,29.5,2,39.6,50000,7.634060900026947,26.25672200140285
2.250,0.3095,0.03780,0.02781,-0.0476,0.7893,1.0000,n2415-il,15,29.5,2,39.6,50000,8.187830687830688,26.25672200140285
2.500,0.3567,0.03805,0.02804,-0.0505,0.7775,1.0000,n2415-il,15,29.5,2,39.6,50000,9.374507227332458,26.25672200140285
2.750,0.3788,0.03875,0.02873,-0.0500,0.7630,1.0000,n2415-il,15,29.5,2,39.6,50000,9.775483870967742,26.25672200140285
3.000,0.3950,0.03968,0.02964,-0.0488,0.7482,1.0000,n2415-il,15,29.5,2,39.6,50000,9.954637096774194,26.25672200140285
3.250,0.4198,0.04041,0.03037,-0.0486,0.7344,1.0000,n2415-il,15,29.5,2,39.6,50000,10.388517693640187,26.25672200140285
3.500,0.4827,0.03981,0.02983,-0.0525,0.7240,1.0000,n2415-il,15,29.5,2,39.6,50000,12.12509419743783,26.25672200140285
3.750,0.4894,0.04106,0.03107,-0.0501,0.7082,1.0000,n2415-il,15,29.5,2,39.6,50000,11.919142717973697,26.25672200140285
4.000,0.5023,0.04219,0.03220,-0.0484,0.6930,1.0000,n2415-il,15,29.5,2,39.6,50000,11.9056648494904,26.25672200140285
4.250,0.5249,0.04297,0.03300,-0.0477,0.6788,1.0000,n2415-il,15,29.5,2,39.6,50000,12.21549918547824,26.25672200140285
4.500,0.5958,0.04128,0.03142,-0.0509,0.6690,1.0000,n2415-il,15,29.5,2,39.6,50000,14.433139534883722,26.25672200140285
4.750,0.6050,0.04258,0.03273,-0.0487,0.6528,1.0000,n2415-il,15,29.5,2,39.6,50000,14.208548614372944,26.25672200140285
5.000,0.6167,0.04379,0.03398,-0.0468,0.6370,1.0000,n2415-il,15,29.5,2,39.6,50000,14.08312400091345,26.25672200140285
5.250,0.6344,0.04469,0.03492,-0.0453,0.6218,1.0000,n2415-il,15,29.5,2,39.6,50000,14.195569478630565,26.25672200140285
5.500,0.6721,0.04436,0.03466,-0.0451,0.6082,1.0000,n2415-il,15,29.5,2,39.6,50000,15.151036970243464,26.25672200140285
5.750,0.7356,0.04215,0.03255,-0.0463,0.5963,1.0000,n2415-il,15,29.5,2,39.6,50000,17.451957295373667,26.25672200140285
6.000,0.7501,0.04308,0.03354,-0.0442,0.5796,1.0000,n2415-il,15,29.5,2,39.6,50000,17.411792014856083,26.25672200140285
6.250,0.7676,0.04383,0.03435,-0.0423,0.5632,1.0000,n2415-il,15,29.5,2,39.6,50000,17.513118868355008,26.25672200140285
6.500,0.7910,0.04414,0.03473,-0.0407,0.5468,1.0000,n2415-il,15,29.5,2,39.6,50000,17.920253738106027,26.25672200140285
6.750,0.8212,0.04391,0.03455,-0.0395,0.5303,1.0000,n2415-il,15,29.5,2,39.6,50000,18.701890230015945,26.25672200140285
7.000,0.8559,0.04330,0.03402,-0.0384,0.5134,1.0000,n2415-il,15,29.5,2,39.6,50000,19.76674364896074,26.25672200140285
7.250,0.8911,0.04262,0.03338,-0.0374,0.4955,1.0000,n2415-il,15,29.5,2,39.6,50000,20.90802440168935,26.25672200140285
7.500,0.9251,0.04200,0.03280,-0.0363,0.4767,1.0000,n2415-il,15,29.5,2,39.6,50000,22.026190476190475,26.25672200140285
7.750,0.9584,0.04143,0.03223,-0.0351,0.4570,1.0000,n2415-il,15,29.5,2,39.6,50000,23.132995413951242,26.25672200140285
8.000,0.9929,0.04079,0.03156,-0.0341,0.4365,1.0000,n2415-il,15,29.5,2,39.6,50000,24.34175042902672,26.25672200140285
8.250,1.0337,0.03979,0.03044,-0.0337,0.4149,1.0000,n2415-il,15,29.5,2,39.6,50000,25.9788891681327,26.25672200140285
8.500,1.0527,0.04024,0.03088,-0.0317,0.3943,1.0000,n2415-il,15,29.5,2,39.6,50000,26.160536779324055,26.25672200140285
8.750,1.0665,0.04101,0.03168,-0.0292,0.3742,1.0000,n2415-il,15,29.5,2,39.6,50000,26.005852231163132,26.25672200140285
9.000,1.0831,0.04167,0.03235,-0.0270,0.3541,1.0000,n2415-il,15,29.5,2,39.6,50000,25.992320614350852,26.25672200140285
9.250,1.1021,0.04222,0.03285,-0.0250,0.3341,1.0000,n2415-il,15,29.5,2,39.6,50000,26.103742302226433,26.25672200140285
9.500,1.1230,0.04277,0.03331,-0.0233,0.3146,1.0000,n2415-il,15,29.5,2,39.6,50000,26.25672200140285,26.25672200140285
9.750,1.1421,0.04359,0.03405,-0.0216,0.2964,1.0000,n2415-il,15,29.5,2,39.6,50000,26.200963523743976,26.25672200140285
10.000,1.1540,0.04495,0.03542,-0.0194,0.2804,1.0000,n2415-il,15,29.5,2,39.6,50000,25.672969966629587,26.25672200140285
10.250,1.1604,0.04674,0.03729,-0.0168,0.2664,1.0000,n2415-il,15,29.5,2,39.6,50000,24.826700898587937,26.25672200140285
10.500,1.1701,0.04850,0.03908,-0.0146,0.2534,1.0000,n2415-il,15,29.5,2,39.6,50000,24.125773195876285,26.25672200140285
10.750,1.1862,0.05002,0.04055,-0.0131,0.2404,1.0000,n2415-il,15,29.5,2,39.6,50000,23.71451419432227,26.25672200140285
11.000,1.2115,0.05133,0.04170,-0.0125,0.2272,1.0000,n2415-il,15,29.5,2,39.6,50000,23.602181959867526,26.25672200140285
11.250,1.1836,0.05499,0.04581,-0.0075,0.2227,1.0000,n2415-il,15,29.5,2,39.6,50000,21.523913438807057,26.25672200140285
11.500,0.9228,0.08297,0.07459,-0.0066,0.2505,1.0000,n2415-il,15,29.5,2,39.6,50000,11.122092322526214,26.25672200140285
11.750,0.8865,0.09334,0.08496,-0.0102,0.2456,1.0000,n2415-il,15,29.5,2,39.6,50000,9.49753589029355,26.25672200140285
-11.750,-0.6507,0.07798,0.07213,-0.0617,1.0000,0.1023,n2415-il,15,29.5,2,39.6,100000,-8.344447294177995,46.59286037053773
-11.500,-0.6802,0.07054,0.06463,-0.0652,1.0000,0.1016,n2415-il,15,29.5,2,39.6,100000,-9.642755883186844,46.59286037053773
-11.250,-0.7174,0.06446,0.05847,-0.0663,1.0000,0.1008,n2415-il,15,29.5,2,39.6,100000,-11.129382562829662,46.59286037053773
-11.000,-0.7559,0.06033,0.05425,-0.0633,1.0000,0.1002,n2415-il,15,29.5,2,39.6,100000,-12.529421515000829,46.59286037053773
-10.750,-0.7902,0.05646,0.05019,-0.0593,1.0000,0.0999,n2415-il,15,29.5,2,39.6,100000,-13.995749202975558,46.59286037053773
-10.500,-0.8179,0.05276,0.04623,-0.0550,1.0000,0.1001,n2415-il,15,29.5,2,39.6,100000,-15.502274450341167,46.59286037053773
-10.250,-0.8397,0.04933,0.04246,-0.0505,1.0000,0.1007,n2415-il,15,29.5,2,39.6,100000,-17.022096087573484,46.59286037053773
-10.000,-0.8564,0.04619,0.03887,-0.0461,1.0000,0.1017,n2415-il,15,29.5,2,39.6,100000,-18.54080969906906,46.59286037053773
-9.750,-0.8595,0.04342,0.03584,-0.0428,1.0000,0.1032,n2415-il,15,29.5,2,39.6,100000,-19.79502533394749,46.59286037053773
-9.500,-0.8450,0.04206,0.03458,-0.0411,1.0000,0.1055,n2415-il,15,29.5,2,39.6,100000,-20.090347123157393,46.59286037053773
-9.250,-0.8361,0.04057,0.03300,-0.0388,1.0000,0.1081,n2415-il,15,29.5,2,39.6,100000,-20.60882425437515,46.59286037053773
-9.000,-0.8320,0.03863,0.03076,-0.0359,1.0000,0.1109,n2415-il,15,29.5,2,39.6,100000,-21.537665027180946,46.59286037053773
-8.750,-0.8294,0.03657,0.02818,-0.0327,1.0000,0.1137,n2415-il,15,29.5,2,39.6,100000,-22.67979217938201,46.59286037053773
-8.500,-0.8155,0.03484,0.02646,-0.0310,1.0000,0.1166,n2415-il,15,29.5,2,39.6,100000,-23.407003444316874,46.59286037053773
-8.250,-0.8003,0.03383,0.02543,-0.0293,1.0000,0.1204,n2415-il,15,29.5,2,39.6,100000,-23.656517883535326,46.59286037053773
-8.000,-0.7879,0.03250,0.02382,-0.0272,1.0000,0.1247,n2415-il,15,29.5,2,39.6,100000,-24.243076923076924,46.59286037053773
-7.750,-0.7732,0.03099,0.02214,-0.0255,1.0000,0.1289,n2415-il,15,29.5,2,39.6,100000,-24.949983865763148,46.59286037053773
-7.500,-0.7559,0.03015,0.02134,-0.0241,1.0000,0.1336,n2415-il,15,29.5,2,39.6,100000,-25.071310116086238,46.59286037053773
-7.250,-0.7399,0.02918,0.02007,-0.0224,1.0000,0.1395,n2415-il,15,29.5,2,39.6,100000,-25.3564084989719,46.59286037053773
-7.000,-0.7213,0.02811,0.01909,-0.0212,1.0000,0.1449,n2415-il,15,29.5,2,39.6,100000,-25.659907506225544,46.59286037053773
-6.750,-0.7031,0.02742,0.01828,-0.0199,1.0000,0.1518,n2415-il,15,29.5,2,39.6,100000,-25.641867250182347,46.59286037053773
-6.500,-0.6838,0.02653,0.01737,-0.0189,1.0000,0.1588,n2415-il,15,29.5,2,39.6,100000,-25.774594798341496,46.59286037053773
-6.250,-0.6645,0.02597,0.01675,-0.0178,1.0000,0.1672,n2415-il,15,29.5,2,39.6,100000,-25.587216018482863,46.59286037053773
-6.000,-0.6448,0.02527,0.01609,-0.0168,1.0000,0.1757,n2415-il,15,29.5,2,39.6,100000,-25.51642263553621,46.59286037053773
-5.750,-0.6254,0.02483,0.01547,-0.0158,1.0000,0.1862,n2415-il,15,29.5,2,39.6,100000,-25.187273459524764,46.59286037053773
-5.500,-0.6056,0.02427,0.01511,-0.0150,1.0000,0.1963,n2415-il,15,29.5,2,39.6,100000,-24.952616398846313,46.59286037053773
-5.250,-0.5858,0.02379,0.01464,-0.0141,1.0000,0.2081,n2415-il,15,29.5,2,39.6,100000,-24.62379150903741,46.59286037053773
-5.000,-0.5661,0.02343,0.01425,-0.0133,1.0000,0.2216,n2415-il,15,29.5,2,39.6,100000,-24.16133162612036,46.59286037053773
-4.750,-0.5279,0.02309,0.01401,-0.0159,0.9951,0.2406,n2415-il,15,29.5,2,39.6,100000,-22.862711130359465,46.59286037053773
-4.500,-0.4845,0.02281,0.01385,-0.0195,0.9876,0.2635,n2415-il,15,29.5,2,39.6,100000,-21.24068391056554,46.59286037053773
-4.250,-0.4395,0.02261,0.01366,-0.0233,0.9805,0.2910,n2415-il,15,29.5,2,39.6,100000,-19.43830163644405,46.59286037053773
-4.000,-0.3989,0.02228,0.01354,-0.0262,0.9718,0.3178,n2415-il,15,29.5,2,39.6,100000,-17.903949730700177,46.59286037053773
-3.750,-0.3591,0.02201,0.01337,-0.0290,0.9630,0.3485,n2415-il,15,29.5,2,39.6,100000,-16.31531122217174,46.59286037053773
-3.500,-0.3148,0.02174,0.01324,-0.0324,0.9555,0.3840,n2415-il,15,29.5,2,39.6,100000,-14.480220791168355,46.59286037053773
-3.250,-0.2801,0.02141,0.01313,-0.0340,0.9449,0.4178,n2415-il,15,29.5,2,39.6,100000,-13.082671648762263,46.59286037053773
-3.000,-0.2369,0.02111,0.01304,-0.0370,0.9374,0.4597,n2415-il,15,29.5,2,39.6,100000,-11.222169587873045,46.59286037053773
-2.750,-0.2030,0.02081,0.01298,-0.0382,0.9265,0.5007,n2415-il,15,29.5,2,39.6,100000,-9.754925516578568,46.59286037053773
-2.500,-0.1674,0.02054,0.01294,-0.0394,0.9168,0.5474,n2415-il,15,29.5,2,39.6,100000,-8.149951314508277,46.59286037053773
-2.250,-0.1284,0.02023,0.01289,-0.0411,0.9081,0.5999,n2415-il,15,29.5,2,39.6,100000,-6.34700939199209,46.59286037053773
-2.000,-0.0976,0.02003,0.01291,-0.0411,0.8971,0.6521,n2415-il,15,29.5,2,39.6,100000,-4.8726909635546685,46.59286037053773
-1.750,-0.0560,0.01974,0.01284,-0.0426,0.8900,0.7094,n2415-il,15,29.5,2,39.6,100000,-2.8368794326241136,46.59286037053773
-1.500,-0.0280,0.01967,0.01296,-0.0415,0.8786,0.7578,n2415-il,15,29.5,2,39.6,100000,-1.4234875444839858,46.59286037053773
-1.250,0.0136,0.01948,0.01286,-0.0424,0.8721,0.8078,n2415-il,15,29.5,2,39.6,100000,0.6981519507186857,46.59286037053773
-1.000,0.0433,0.01955,0.01300,-0.0412,0.8608,0.8485,n2415-il,15,29.5,2,39.6,100000,2.2148337595907925,46.59286037053773
-0.750,0.0916,0.01945,0.01288,-0.0432,0.8544,0.8852,n2415-il,15,29.5,2,39.6,100000,4.709511568123394,46.59286037053773
-0.500,0.1401,0.01954,0.01293,-0.0458,0.8447,0.9145,n2415-il,15,29.5,2,39.6,100000,7.169907881269192,46.59286037053773
-0.250,0.2043,0.01938,0.01269,-0.0513,0.8376,0.9370,n2415-il,15,29.5,2,39.6,100000,10.541795665634675,46.59286037053773
0.000,0.2751,0.01918,0.01241,-0.0586,0.8291,0.9537,n2415-il,15,29.5,2,39.6,100000,14.343065693430658,46.59286037053773
0.250,0.3450,0.01880,0.01195,-0.0660,0.8189,0.9691,n2415-il,15,29.5,2,39.6,100000,18.351063829787233,46.59286037053773
0.500,0.4104,0.01843,0.01151,-0.0730,0.8060,0.9846,n2415-il,15,29.5,2,39.6,100000,22.268041237113405,46.59286037053773
0.750,0.4757,0.01790,0.01090,-0.0800,0.7934,0.9992,n2415-il,15,29.5,2,39.6,100000,26.57541899441341,46.59286037053773
1.000,0.4986,0.01760,0.01050,-0.0793,0.7794,1.0000,n2415-il,15,29.5,2,39.6,100000,28.329545454545453,46.59286037053773
1.250,0.5163,0.01750,0.01034,-0.0778,0.7635,1.0000,n2415-il,15,29.5,2,39.6,100000,29.50285714285714,46.59286037053773
1.500,0.5349,0.01745,0.01022,-0.0763,0.7482,1.0000,n2415-il,15,29.5,2,39.6,100000,30.65329512893983,46.59286037053773
1.750,0.5544,0.01742,0.01012,-0.0749,0.7339,1.0000,n2415-il,15,29.5,2,39.6,100000,31.825487944890927,46.59286037053773
2.000,0.5761,0.01736,0.00997,-0.0736,0.7208,1.0000,n2415-il,15,29.5,2,39.6,100000,33.18548387096774,46.59286037053773
2.250,0.5971,0.01737,0.00990,-0.0723,0.7070,1.0000,n2415-il,15,29.5,2,39.6,100000,34.375359815774324,46.59286037053773
2.500,0.6159,0.01750,0.00999,-0.0706,0.6922,1.0000,n2415-il,15,29.5,2,39.6,100000,35.19428571428571,46.59286037053773
2.750,0.6362,0.01763,0.01005,-0.0691,0.6783,1.0000,n2415-il,15,29.5,2,39.6,100000,36.08621667612025,46.59286037053773
3.000,0.6588,0.01771,0.01005,-0.0679,0.6654,1.0000,n2415-il,15,29.5,2,39.6,100000,37.19932241671373,46.59286037053773
3.250,0.6808,0.01782,0.01008,-0.0666,0.6519,1.0000,n2415-il,15,29.5,2,39.6,100000,38.20426487093154,46.59286037053773
3.500,0.7000,0.01804,0.01028,-0.0649,0.6373,1.0000,n2415-il,15,29.5,2,39.6,100000,38.80266075388026,46.59286037053773
3.750,0.7210,0.01824,0.01044,-0.0634,0.6234,1.0000,n2415-il,15,29.5,2,39.6,100000,39.52850877192982,46.59286037053773
4.000,0.7441,0.01840,0.01051,-0.0622,0.6102,1.0000,n2415-il,15,29.5,2,39.6,100000,40.440217391304344,46.59286037053773
4.250,0.7669,0.01857,0.01060,-0.0610,0.5965,1.0000,n2415-il,15,29.5,2,39.6,100000,41.29779213785676,46.59286037053773
4.500,0.7864,0.01883,0.01088,-0.0593,0.5816,1.0000,n2415-il,15,29.5,2,39.6,100000,41.76314391927775,46.59286037053773
4.750,0.8072,0.01909,0.01110,-0.0578,0.5671,1.0000,n2415-il,15,29.5,2,39.6,100000,42.28391828182295,46.59286037053773
5.000,0.8292,0.01932,0.01127,-0.0564,0.5527,1.0000,n2415-il,15,29.5,2,39.6,100000,42.91925465838509,46.59286037053773
5.250,0.8524,0.01952,0.01139,-0.0552,0.5384,1.0000,n2415-il,15,29.5,2,39.6,100000,43.66803278688525,46.59286037053773
5.500,0.8741,0.01975,0.01156,-0.0538,0.5232,1.0000,n2415-il,15,29.5,2,39.6,100000,44.258227848101264,46.59286037053773
5.750,0.8937,0.02003,0.01183,-0.0520,0.5071,1.0000,n2415-il,15,29.5,2,39.6,100000,44.61807289066401,46.59286037053773
6.000,0.9138,0.02031,0.01211,-0.0504,0.4911,1.0000,n2415-il,15,29.5,2,39.6,100000,44.99261447562776,46.59286037053773
6.250,0.9341,0.02059,0.01237,-0.0488,0.4748,1.0000,n2415-il,15,29.5,2,39.6,100000,45.36668285575522,46.59286037053773
6.500,0.9545,0.02088,0.01262,-0.0472,0.4583,1.0000,n2415-il,15,29.5,2,39.6,100000,45.713601532567054,46.59286037053773
6.750,0.9745,0.02117,0.01289,-0.0456,0.4414,1.0000,n2415-il,15,29.5,2,39.6,100000,46.03212092583845,46.59286037053773
7.000,0.9941,0.02148,0.01316,-0.0439,0.4240,1.0000,n2415-il,15,29.5,2,39.6,100000,46.28026070763501,46.59286037053773
7.250,1.0130,0.02179,0.01344,-0.0421,0.4061,1.0000,n2415-il,15,29.5,2,39.6,100000,46.48921523634694,46.59286037053773
7.500,1.0311,0.02213,0.01375,-0.0403,0.3877,1.0000,n2415-il,15,29.5,2,39.6,100000,46.59286037053773,46.59286037053773
7.750,1.0484,0.02251,0.01408,-0.0383,0.3688,1.0000,n2415-il,15,29.5,2,39.6,100000,46.574855619724566,46.59286037053773
8.000,1.0649,0.02292,0.01444,-0.0363,0.3496,1.0000,n2415-il,15,29.5,2,39.6,100000,46.461605584642236,46.59286037053773
8.250,1.0807,0.02341,0.01485,-0.0342,0.3303,1.0000,n2415-il,15,29.5,2,39.6,100000,46.16403246475865,46.59286037053773
8.500,1.0960,0.02398,0.01531,-0.0321,0.3110,1.0000,n2415-il,15,29.5,2,39.6,100000,45.704753961634694,46.59286037053773
8.750,1.1093,0.02465,0.01592,-0.0297,0.2914,1.0000,n2415-il,15,29.5,2,39.6,100000,45.00202839756592,46.59286037053773
9.000,1.1215,0.02539,0.01663,-0.0273,0.2721,1.0000,n2415-il,15,29.5,2,39.6,100000,44.17093343836156,46.59286037053773
9.250,1.1333,0.02621,0.01739,-0.0249,0.2538,1.0000,n2415-il,15,29.5,2,39.6,100000,43.23922167111789,46.59286037053773
9.500,1.1446,0.02711,0.01822,-0.0224,0.2367,1.0000,n2415-il,15,29.5,2,39.6,100000,42.220582810770935,46.59286037053773
9.750,1.1555,0.02808,0.01912,-0.0201,0.2209,1.0000,n2415-il,15,29.5,2,39.6,100000,41.150284900284895,46.59286037053773
10.000,1.1664,0.02912,0.02009,-0.0177,0.2066,1.0000,n2415-il,15,29.5,2,39.6,100000,40.05494505494506,46.59286037053773
10.250,1.1771,0.03020,0.02106,-0.0155,0.1938,1.0000,n2415-il,15,29.5,2,39.6,100000,38.97682119205298,46.59286037053773
10.500,1.1872,0.03129,0.02209,-0.0131,0.1821,1.0000,n2415-il,15,29.5,2,39.6,100000,37.94183445190157,46.59286037053773
10.750,1.1956,0.03250,0.02336,-0.0107,0.1713,1.0000,n2415-il,15,29.5,2,39.6,100000,36.7876923076923,46.59286037053773
11.000,1.2077,0.03382,0.02464,-0.0089,0.1618,1.0000,n2415-il,15,29.5,2,39.6,100000,35.70963926670609,46.59286037053773
11.250,1.2215,0.03505,0.02577,-0.0074,0.1529,1.0000,n2415-il,15,29.5,2,39.6,100000,34.850213980028535,46.59286037053773
11.500,1.2295,0.03652,0.02738,-0.0052,0.1452,1.0000,n2415-il,15,29.5,2,39.6,100000,33.66648411829135,46.59286037053773
11.750,1.2507,0.03795,0.02861,-0.0048,0.1374,1.0000,n2415-il,15,29.5,2,39.6,100000,32.95652173913044,46.59286037053773
12.000,1.2531,0.03948,0.03041,-0.0021,0.1317,1.0000,n2415-il,15,29.5,2,39.6,100000,31.740121580547115,46.59286037053773
